location_name,val
Global,0.100609569
"Southeast Asia, East Asia, and Oceania",0.051647509
East Asia,0.046390881
China,0.04613894
Democratic People's Republic of Korea,0.043297506
Taiwan (Province of China),0.067794718
Southeast Asia,0.064132612
Cambodia,0.06575989
Indonesia,0.036357549
Lao People's Democratic Republic,0.052592495
Malaysia,0.044336715
Maldives,0.07619655
Myanmar,0.157643309
Philippines,0.132374398
Sri Lanka,0.027746759
Thailand,0.061676399
Timor-Leste,0.053794899
Viet Nam,0.043211848
Oceania,0.223870272
Fiji,0.170601964
Kiribati,0.368730037
Marshall Islands,0.075799898
Micronesia (Federated States of),0.32623049
Papua New Guinea,0.243903627
Samoa,0.167155941
Solomon Islands,0.172485156
Tonga,0.137419406
Vanuatu,0.074291794
"Central Europe, Eastern Europe, and Central Asia",0.161442975
Central Asia,0.038258364
Armenia,0.032124473
Azerbaijan,0.02063177
Georgia,0.062461454
Kazakhstan,0.074274463
Kyrgyzstan,0.029470485
Mongolia,0.059013008
Tajikistan,0.019788211
Turkmenistan,0.047314993
Uzbekistan,0.014438525
Central Europe,0.27597593
Albania,0.068440509
Bosnia and Herzegovina,0.221754012
Bulgaria,0.381414095
Croatia,0.334832446
Czechia,0.302026274
Hungary,0.320249789
North Macedonia,0.297558833
Montenegro,0.341021385
Poland,0.282661114
Romania,0.215183034
Serbia,0.317984157
Slovakia,0.240147574
Slovenia,0.210593413
Eastern Europe,0.139496859
Belarus,0.173526232
Estonia,0.204879202
Latvia,0.20197069
Lithuania,0.144053917
Republic of Moldova,0.066185195
Russian Federation,0.133967165
Ukraine,0.150582149
High-income,0.239588939
High-income Asia Pacific,0.119368376
Brunei Darussalam,0.067571883
Japan,0.142155996
Republic of Korea,0.065805438
Singapore,0.094304886
Australasia,0.252356185
Australia,0.249392282
New Zealand,0.267537761
Western Europe,0.287236742
Andorra,0.296416823
Austria,0.321340691
Belgium,0.289762825
Cyprus,0.238764294
Denmark,0.425746508
Finland,0.251759359
France,0.3135961
Germany,0.268440915
Greece,0.329882653
Iceland,0.275655793
Ireland,0.302683982
Israel,0.221481764
Italy,0.240295548
Luxembourg,0.293179655
Malta,0.230528351
Netherlands,0.340125796
Norway,0.377366372
Portugal,0.167229582
Spain,0.307589362
Sweden,0.253331107
Switzerland,0.294372531
United Kingdom,0.305771136
Southern Latin America,0.288314943
Argentina,0.250749394
Chile,0.373051726
Uruguay,0.299973372
High-income North America,0.244458887
Canada,0.292606692
United States of America,0.239130503
Latin America and Caribbean,0.172578693
Caribbean,0.140517997
Antigua and Barbuda,0.046712305
Bahamas,0.034881413
Barbados,0.049164157
Belize,0.037029011
Cuba,0.239562676
Dominica,0.067175901
Dominican Republic,0.127531672
Grenada,0.056499334
Guyana,0.045984612
Haiti,0.04989019
Jamaica,0.094912807
Saint Lucia,0.062122773
Saint Vincent and the Grenadines,0.045235781
Suriname,0.121442519
Trinidad and Tobago,0.081468343
Andean Latin America,0.057534562
Bolivia (Plurinational State of),0.061684144
Ecuador,0.056735297
Peru,0.05674104
Central Latin America,0.139079766
Colombia,0.13945968
Costa Rica,0.131277013
El Salvador,0.026169173
Guatemala,0.044141774
Honduras,0.057017473
Mexico,0.159816808
Nicaragua,0.061218514
Panama,0.071403281
Venezuela (Bolivarian Republic of),0.158143373
Tropical Latin America,0.23922026
Brazil,0.241516566
Paraguay,0.14307432
North Africa and Middle East,0.057501143
North Africa and Middle East,0.057501143
Algeria,0.023246133
Bahrain,0.054609552
Egypt,0.011447188
Iran (Islamic Republic of),0.042545998
Iraq,0.044418466
Jordan,0.10424639
Kuwait,0.051111627
Lebanon,0.199302197
Libya,0.013684465
Morocco,0.01438914
Palestine,0.04188775
Oman,0.018895858
Qatar,0.029123084
Saudi Arabia,0.017185971
Syrian Arab Republic,0.076249232
Tunisia,0.033006842
Turkey,0.164558796
United Arab Emirates,0.038515763
Yemen,0.085504867
South Asia,0.048241156
South Asia,0.048241156
Afghanistan,0.012289775
Bangladesh,0.028236052
Bhutan,0.048710804
India,0.043521902
Nepal,0.310485265
Pakistan,0.064559432
Sub-Saharan Africa,0.042210639
Central Sub-Saharan Africa,0.017273071
Angola,0.029110371
Central African Republic,0.02051979
Congo,0.015947784
Democratic Republic of the Congo,0.013551881
Equatorial Guinea,0.023985702
Gabon,0.02962726
Eastern Sub-Saharan Africa,0.038740813
Burundi,0.056215771
Comoros,0.033064084
Djibouti,0.047012402
Eritrea,0.008617565
Ethiopia,0.01193316
Kenya,0.044732736
Madagascar,0.038398858
Malawi,0.040396216
Mauritius,0.056223635
Mozambique,0.064715733
Rwanda,0.091182358
Seychelles,0.079769915
Somalia,0.033255606
United Republic of Tanzania,0.044104405
Uganda,0.047056666
Zambia,0.071307046
Southern Sub-Saharan Africa,0.122148385
Botswana,0.100558287
Lesotho,0.018156121
Namibia,0.141492619
