date,name,category,value
1990-01-01,Afghanistan,South Asia,162260.527
1991-01-01,Afghanistan,South Asia,192286.1422
1992-01-01,Afghanistan,South Asia,245191.4416
1993-01-01,Afghanistan,South Asia,293269.1033
1994-01-01,Afghanistan,South Asia,326525.4475
1995-01-01,Afghanistan,South Asia,363117.8084
1996-01-01,Afghanistan,South Asia,402992.9016
1997-01-01,Afghanistan,South Asia,442127.1455
1998-01-01,Afghanistan,South Asia,467383.9042
1999-01-01,Afghanistan,South Asia,486830.1485
2000-01-01,Afghanistan,South Asia,512499.9668
2001-01-01,Afghanistan,South Asia,563242.8435
2002-01-01,Afghanistan,South Asia,642272.1684
2003-01-01,Afghanistan,South Asia,716335.0377
2004-01-01,Afghanistan,South Asia,789796.0228
2005-01-01,Afghanistan,South Asia,866175.2393
2006-01-01,Afghanistan,South Asia,931394.6262
2007-01-01,Afghanistan,South Asia,1013802.294
2008-01-01,Afghanistan,South Asia,1104214.176
2009-01-01,Afghanistan,South Asia,1188006.62
2010-01-01,Afghanistan,South Asia,1282409.17
2011-01-01,Afghanistan,South Asia,1375481.284
2012-01-01,Afghanistan,South Asia,1457439.572
2013-01-01,Afghanistan,South Asia,1537689.459
2014-01-01,Afghanistan,South Asia,1605797.029
2015-01-01,Afghanistan,South Asia,1672953.938
2016-01-01,Afghanistan,South Asia,1747439.376
2017-01-01,Afghanistan,South Asia,1826035.836
2018-01-01,Afghanistan,South Asia,1897323.838
2019-01-01,Afghanistan,South Asia,1967116.632
1990-01-01,Bangladesh,South Asia,15148323.79
1991-01-01,Bangladesh,South Asia,15292997.79
1992-01-01,Bangladesh,South Asia,15452938.87
1993-01-01,Bangladesh,South Asia,15640215.51
1994-01-01,Bangladesh,South Asia,15837186.73
1995-01-01,Bangladesh,South Asia,16041910.89
1996-01-01,Bangladesh,South Asia,16242268.02
1997-01-01,Bangladesh,South Asia,16456557.15
1998-01-01,Bangladesh,South Asia,16693836.18
1999-01-01,Bangladesh,South Asia,16966200.21
2000-01-01,Bangladesh,South Asia,17290872.87
2001-01-01,Bangladesh,South Asia,17665231.46
2002-01-01,Bangladesh,South Asia,18091965.98
2003-01-01,Bangladesh,South Asia,18591319.18
2004-01-01,Bangladesh,South Asia,19085196.8
2005-01-01,Bangladesh,South Asia,19585810.09
2006-01-01,Bangladesh,South Asia,20089480.88
2007-01-01,Bangladesh,South Asia,20580094.19
2008-01-01,Bangladesh,South Asia,21060637.23
2009-01-01,Bangladesh,South Asia,21526392.56
2010-01-01,Bangladesh,South Asia,21944989.12
2011-01-01,Bangladesh,South Asia,22340965.1
2012-01-01,Bangladesh,South Asia,22712512.91
2013-01-01,Bangladesh,South Asia,23035182.13
2014-01-01,Bangladesh,South Asia,23315434.25
2015-01-01,Bangladesh,South Asia,23610570.67
2016-01-01,Bangladesh,South Asia,23912610.9
2017-01-01,Bangladesh,South Asia,24227945.06
2018-01-01,Bangladesh,South Asia,24620145.84
2019-01-01,Bangladesh,South Asia,25039513.52
1990-01-01,Bhutan,South Asia,35609.86613
1991-01-01,Bhutan,South Asia,33541.69578
1992-01-01,Bhutan,South Asia,32377.14694
1993-01-01,Bhutan,South Asia,32331.80237
1994-01-01,Bhutan,South Asia,32712.4205
1995-01-01,Bhutan,South Asia,33305.26312
1996-01-01,Bhutan,South Asia,33882.29287
1997-01-01,Bhutan,South Asia,34468.24496
1998-01-01,Bhutan,South Asia,34885.70001
1999-01-01,Bhutan,South Asia,35145.10173
2000-01-01,Bhutan,South Asia,35321.57659
2001-01-01,Bhutan,South Asia,35436.72476
2002-01-01,Bhutan,South Asia,35551.74937
2003-01-01,Bhutan,South Asia,35640.64491
2004-01-01,Bhutan,South Asia,35669.09195
2005-01-01,Bhutan,South Asia,35952.99503
2006-01-01,Bhutan,South Asia,36502.89919
2007-01-01,Bhutan,South Asia,37359.72206
2008-01-01,Bhutan,South Asia,38468.65603
2009-01-01,Bhutan,South Asia,39761.03472
2010-01-01,Bhutan,South Asia,41271.5376
2011-01-01,Bhutan,South Asia,42669.42564
2012-01-01,Bhutan,South Asia,43627.45498
2013-01-01,Bhutan,South Asia,43947.92554
2014-01-01,Bhutan,South Asia,44103.0642
2015-01-01,Bhutan,South Asia,44316.84204
2016-01-01,Bhutan,South Asia,44421.99406
2017-01-01,Bhutan,South Asia,44210.89621
2018-01-01,Bhutan,South Asia,44001.40226
2019-01-01,Bhutan,South Asia,43821.48849
1990-01-01,India,South Asia,100713908.8
1991-01-01,India,South Asia,101322715.5
1992-01-01,India,South Asia,101669707.8
1993-01-01,India,South Asia,101863013.6
1994-01-01,India,South Asia,101751303.8
1995-01-01,India,South Asia,101674636.5
1996-01-01,India,South Asia,101721277.9
1997-01-01,India,South Asia,101965524.9
1998-01-01,India,South Asia,102484809.8
1999-01-01,India,South Asia,103298536.3
2000-01-01,India,South Asia,104401100.7
2001-01-01,India,South Asia,105830682.0
2002-01-01,India,South Asia,107549255.0
2003-01-01,India,South Asia,109502628.6
2004-01-01,India,South Asia,111545563.7
2005-01-01,India,South Asia,113560411.7
2006-01-01,India,South Asia,115071371.0
2007-01-01,India,South Asia,116830216.0
2008-01-01,India,South Asia,117702339.8
2009-01-01,India,South Asia,119355924.4
2010-01-01,India,South Asia,120658343.9
2011-01-01,India,South Asia,121367549.1
2012-01-01,India,South Asia,121286097.8
2013-01-01,India,South Asia,119682796.4
2014-01-01,India,South Asia,118116771.8
2015-01-01,India,South Asia,116544610.9
2016-01-01,India,South Asia,115757976.2
2017-01-01,India,South Asia,115331910.9
2018-01-01,India,South Asia,115347119.4
2019-01-01,India,South Asia,115800431.0
1990-01-01,Nepal,South Asia,2509699.918
1991-01-01,Nepal,South Asia,2566012.566
1992-01-01,Nepal,South Asia,2625835.419
1993-01-01,Nepal,South Asia,2688918.279
1994-01-01,Nepal,South Asia,2755054.768
1995-01-01,Nepal,South Asia,2822514.737
1996-01-01,Nepal,South Asia,2890355.814
